Date,"Number of daily births in Quebec, Jan. 01, 1977 to Dec. 31, 1990",Year,Year fraction,Standard time,Day of week,Weekend,Easter sunday,Easter Friday,Easter Saturday,Easter Monday,Easter,Victoria day,Labour day,Thanksgiving day,Floating holiday
1983-01-21,243,1983,0.0547570157,1983.0547570158,6,0,0,0,0,0,0,0,0,0,0
1983-01-22,191,1983,0.0574948665,1983.0574948665,7,1,0,0,0,0,0,0,0,0,0
1983-01-23,169,1983,0.0602327173,1983.0602327173,1,1,0,0,0,0,0,0,0,0,0
1983-01-24,258,1983,0.0629705681,1983.0629705681,2,0,0,0,0,0,0,0,0,0,0
1983-01-25,241,1983,0.0657084189,1983.0657084189,3,0,0,0,0,0,0,0,0,0,0
1983-01-26,243,1983,0.0684462697,1983.0684462697,4,0,0,0,0,0,0,0,0,0,0
1983-01-27,289,1983,0.0711841205,1983.0711841205,5,0,0,0,0,0,0,0,0,0,0
1983-01-28,240,1983,0.0739219713,1983.0739219713,6,0,0,0,0,0,0,0,0,0,0
1983-01-29,197,1983,0.076659822,1983.076659822,7,1,0,0,0,0,0,0,0,0,0
1983-01-30,188,1983,0.0793976728,1983.0793976728,1,1,0,0,0,0,0,0,0,0,0
1983-01-31,232,1983,0.0821355236,1983.0821355236,2,0,0,0,0,0,0,0,0,0,0
1983-02-01,230,1983,0.0848733744,1983.0848733744,3,0,0,0,0,0,0,0,0,0,0
1983-02-02,240,1983,0.0876112252,1983.0876112252,4,0,0,0,0,0,0,0,0,0,0
1983-02-03,237,1983,0.090349076,1983.090349076,5,0,0,0,0,0,0,0,0,0,0
1983-02-04,253,1983,0.0930869268,1983.0930869268,6,0,0,0,0,0,0,0,0,0,0
1983-02-05,199,1983,0.0958247775,1983.0958247776,7,1,0,0,0,0,0,0,0,0,0
1983-02-06,145,1983,0.0985626283,1983.0985626283,1,1,0,0,0,0,0,0,0,0,0
1983-02-07,245,1983,0.1013004791,1983.1013004791,2,0,0,0,0,0,0,0,0,0,0
1983-02-08,235,1983,0.1040383299,1983.1040383299,3,0,0,0,0,0,0,0,0,0,0
1983-02-09,267,1983,0.1067761807,1983.1067761807,4,0,0,0,0,0,0,0,0,0,0
1983-02-10,251,1983,0.1095140315,1983.1095140315,5,0,0,0,0,0,0,0,0,0,0
1983-02-11,260,1983,0.1122518823,1983.1122518823,6,0,0,0,0,0,0,0,0,0,0
1983-02-12,208,1983,0.1149897331,1983.1149897331,7,1,0,0,0,0,0,0,0,0,0
1983-02-13,149,1983,0.1177275838,1983.1177275839,1,1,0,0,0,0,0,0,0,0,0
1983-02-14,245,1983,0.1204654346,1983.1204654346,2,0,0,0,0,0,0,0,0,0,0
1983-02-15,268,1983,0.1232032854,1983.1232032854,3,0,0,0,0,0,0,0,0,0,0
1983-02-16,260,1983,0.1259411362,1983.1259411362,4,0,0,0,0,0,0,0,0,0,0
1983-02-17,247,1983,0.128678987,1983.128678987,5,0,0,0,0,0,0,0,0,0,0
1983-02-18,251,1983,0.1314168378,1983.1314168378,6,0,0,0,0,0,0,0,0,0,0
1983-02-19,205,1983,0.1341546886,1983.1341546886,7,1,0,0,0,0,0,0,0,0,0
1983-02-20,179,1983,0.1368925394,1983.1368925394,1,1,0,0,0,0,0,0,0,0,0
1983-02-21,203,1983,0.1396303901,1983.1396303902,2,0,0,0,0,0,0,0,0,0,0
1983-02-22,275,1983,0.1423682409,1983.1423682409,3,0,0,0,0,0,0,0,0,0,0
1983-02-23,223,1983,0.1451060917,1983.1451060917,4,0,0,0,0,0,0,0,0,0,0
1983-02-24,235,1983,0.1478439425,1983.1478439425,5,0,0,0,0,0,0,0,0,0,0
1983-02-25,263,1983,0.1505817933,1983.1505817933,6,0,0,0,0,0,0,0,0,0,0
1983-02-26,219,1983,0.1533196441,1983.1533196441,7,1,0,0,0,0,0,0,0,0,0
1983-02-27,152,1983,0.1560574949,1983.1560574949,1,1,0,0,0,0,0,0,0,0,0
1983-02-28,227,1983,0.1587953457,1983.1587953457,2,0,0,0,0,0,0,0,0,0,0
1983-03-01,318,1983,0.1615331964,1983.1615331964,3,0,0,0,0,0,0,0,0,0,0
1983-03-02,268,1983,0.1642710472,1983.1642710472,4,0,0,0,0,0,0,0,0,0,0
1983-03-03,250,1983,0.167008898,1983.167008898,5,0,0,0,0,0,0,0,0,0,0
1983-03-04,245,1983,0.1697467488,1983.1697467488,6,0,0,0,0,0,0,0,0,0,0
1983-03-05,205,1983,0.1724845996,1983.1724845996,7,1,0,0,0,0,0,0,0,0,0
1983-03-06,217,1983,0.1752224504,1983.1752224504,1,1,0,0,0,0,0,0,0,0,0
1983-03-07,266,1983,0.1779603012,1983.1779603012,2,0,0,0,0,0,0,0,0,0,0
1983-03-08,267,1983,0.180698152,1983.180698152,3,0,0,0,0,0,0,0,0,0,0
1983-03-09,259,1983,0.1834360027,1983.1834360027,4,0,0,0,0,0,0,0,0,0,0
1983-03-10,288,1983,0.1861738535,1983.1861738535,5,0,0,0,0,0,0,0,0,0,0
1983-03-11,284,1983,0.1889117043,1983.1889117043,6,0,0,0,0,0,0,0,0,0,0
1983-03-12,193,1983,0.1916495551,1983.1916495551,7,1,0,0,0,0,0,0,0,0,0
1983-03-13,224,1983,0.1943874059,1983.1943874059,1,1,0,0,0,0,0,0,0,0,0
1983-03-14,288,1983,0.1971252567,1983.1971252567,2,0,0,0,0,0,0,0,0,0,0
1983-03-15,280,1983,0.1998631075,1983.1998631075,3,0,0,0,0,0,0,0,0,0,0
1983-03-16,249,1983,0.2026009582,1983.2026009583,4,0,0,0,0,0,0,0,0,0,0
1983-03-17,254,1983,0.205338809,1983.205338809,5,0,0,0,0,0,0,0,0,0,0
1983-03-18,241,1983,0.2080766598,1983.2080766598,6,0,0,0,0,0,0,0,0,0,0
1983-03-19,223,1983,0.2108145106,1983.2108145106,7,1,0,0,0,0,0,0,0,0,0
1983-03-20,206,1983,0.2135523614,1983.2135523614,1,1,0,0,0,0,0,0,0,0,0
1983-03-21,273,1983,0.2162902122,1983.2162902122,2,0,0,0,0,0,0,0,0,0,0
1983-03-22,270,1983,0.219028063,1983.219028063,3,0,0,0,0,0,0,0,0,0,0
1983-03-23,267,1983,0.2217659138,1983.2217659138,4,0,0,0,0,0,0,0,0,0,0
1983-03-24,275,1983,0.2245037645,1983.2245037646,5,0,0,0,0,0,0,0,0,0,0
1983-03-25,274,1983,0.2272416153,1983.2272416153,6,0,0,0,0,0,0,0,0,0,0
1983-03-26,237,1983,0.2299794661,1983.2299794661,7,1,0,0,0,0,0,0,0,0,0
1983-03-27,202,1983,0.2327173169,1983.2327173169,1,1,0,0,0,0,0,0,0,0,0
1983-03-28,261,1983,0.2354551677,1983.2354551677,2,0,0,0,0,0,0,0,0,0,0
1983-03-29,306,1983,0.2381930185,1983.2381930185,3,0,0,0,0,0,0,0,0,0,0
1983-03-30,300,1983,0.2409308693,1983.2409308693,4,0,0,0,0,0,0,0,0,0,0
1983-03-31,268,1983,0.2436687201,1983.2436687201,5,0,0,0,0,0,0,0,0,0,0
1983-04-01,250,1983,0.2464065708,1983.2464065709,6,0,0,1,0,0,1,0,0,0,0
1983-04-02,224,1983,0.2491444216,1983.2491444216,7,1,0,0,1,0,1,0,0,0,0
1983-04-03,199,1983,0.2518822724,1983.2518822724,1,1,1,0,0,0,1,0,0,0,0
1983-04-04,221,1983,0.2546201232,1983.2546201232,2,0,0,0,0,1,1,0,0,0,0
1983-04-05,278,1983,0.257357974,1983.257357974,3,0,0,0,0,0,0,0,0,0,0
1983-04-06,304,1983,0.2600958248,1983.2600958248,4,0,0,0,0,0,0,0,0,0,0
1983-04-07,283,1983,0.2628336756,1983.2628336756,5,0,0,0,0,0,0,0,0,0,0
1983-04-08,285,1983,0.2655715264,1983.2655715264,6,0,0,0,0,0,0,0,0,0,0
1983-04-09,199,1983,0.2683093771,1983.2683093771,7,1,0,0,0,0,0,0,0,0,0
1983-04-10,215,1983,0.2710472279,1983.2710472279,1,1,0,0,0,0,0,0,0,0,0
1983-04-11,253,1983,0.2737850787,1983.2737850787,2,0,0,0,0,0,0,0,0,0,0
1983-04-12,276,1983,0.2765229295,1983.2765229295,3,0,0,0,0,0,0,0,0,0,0
1983-04-13,240,1983,0.2792607803,1983.2792607803,4,0,0,0,0,0,0,0,0,0,0
1983-04-14,281,1983,0.2819986311,1983.2819986311,5,0,0,0,0,0,0,0,0,0,0
1983-04-15,294,1983,0.2847364819,1983.2847364819,6,0,0,0,0,0,0,0,0,0,0
1983-04-16,197,1983,0.2874743326,1983.2874743327,7,1,0,0,0,0,0,0,0,0,0
1983-04-17,223,1983,0.2902121834,1983.2902121834,1,1,0,0,0,0,0,0,0,0,0
1983-04-18,283,1983,0.2929500342,1983.2929500342,2,0,0,0,0,0,0,0,0,0,0
1983-04-19,237,1983,0.295687885,1983.295687885,3,0,0,0,0,0,0,0,0,0,0
1983-04-20,270,1983,0.2984257358,1983.2984257358,4,0,0,0,0,0,0,0,0,0,0
1983-04-21,286,1983,0.3011635866,1983.3011635866,5,0,0,0,0,0,0,0,0,0,0
1983-04-22,243,1983,0.3039014374,1983.3039014374,6,0,0,0,0,0,0,0,0,0,0
1983-04-23,209,1983,0.3066392882,1983.3066392882,7,1,0,0,0,0,0,0,0,0,0
1983-04-24,184,1983,0.3093771389,1983.309377139,1,1,0,0,0,0,0,0,0,0,0
1983-04-25,264,1983,0.3121149897,1983.3121149897,2,0,0,0,0,0,0,0,0,0,0
1983-04-26,283,1983,0.3148528405,1983.3148528405,3,0,0,0,0,0,0,0,0,0,0
1983-04-27,268,1983,0.3175906913,1983.3175906913,4,0,0,0,0,0,0,0,0,0,0
1983-04-28,297,1983,0.3203285421,1983.3203285421,5,0,0,0,0,0,0,0,0,0,0
1983-04-29,287,1983,0.3230663929,1983.3230663929,6,0,0,0,0,0,0,0,0,0,0
1983-04-30,226,1983,0.3258042437,1983.3258042437,7,1,0,0,0,0,0,0,0,0,0
1983-05-01,197,1983,0.3285420945,1983.3285420945,1,1,0,0,0,0,0,0,0,0,0
1983-05-02,256,1983,0.3312799452,1983.3312799453,2,0,0,0,0,0,0,0,0,0,0
1983-05-03,283,1983,0.334017796,1983.334017796,3,0,0,0,0,0,0,0,0,0,0
1983-05-04,281,1983,0.3367556468,1983.3367556468,4,0,0,0,0,0,0,0,0,0,0
1983-05-05,284,1983,0.3394934976,1983.3394934976,5,0,0,0,0,0,0,0,0,0,0
1983-05-06,311,1983,0.3422313484,1983.3422313484,6,0,0,0,0,0,0,0,0,0,0
1983-05-07,208,1983,0.3449691992,1983.3449691992,7,1,0,0,0,0,0,0,0,0,0
1983-05-08,203,1983,0.34770705,1983.34770705,1,1,0,0,0,0,0,0,0,0,0
1983-05-09,274,1983,0.3504449008,1983.3504449008,2,0,0,0,0,0,0,0,0,0,0
1983-05-10,271,1983,0.3531827515,1983.3531827515,3,0,0,0,0,0,0,0,0,0,0
1983-05-11,275,1983,0.3559206023,1983.3559206023,4,0,0,0,0,0,0,0,0,0,0
1983-05-12,272,1983,0.3586584531,1983.3586584531,5,0,0,0,0,0,0,0,0,0,0
1983-05-13,271,1983,0.3613963039,1983.3613963039,6,0,0,0,0,0,0,0,0,0,0
1983-05-14,219,1983,0.3641341547,1983.3641341547,7,1,0,0,0,0,0,0,0,0,0
1983-05-15,206,1983,0.3668720055,1983.3668720055,1,1,0,0,0,0,0,0,0,0,0
1983-05-16,288,1983,0.3696098563,1983.3696098563,2,0,0,0,0,0,0,0,0,0,0
1983-05-17,277,1983,0.372347707,1983.3723477071,3,0,0,0,0,0,0,0,0,0,0
1983-05-18,245,1983,0.3750855578,1983.3750855578,4,0,0,0,0,0,0,0,0,0,0
1983-05-19,254,1983,0.3778234086,1983.3778234086,5,0,0,0,0,0,0,0,0,0,0
1983-05-20,281,1983,0.3805612594,1983.3805612594,6,0,0,0,0,0,0,0,0,0,0
1983-05-21,201,1983,0.3832991102,1983.3832991102,7,1,0,0,0,0,0,0,0,0,0
1983-05-22,190,1983,0.386036961,1983.386036961,1,1,0,0,0,0,0,0,0,0,0
1983-05-23,233,1983,0.3887748118,1983.3887748118,2,0,0,0,0,0,0,1,0,0,1
1983-05-24,285,1983,0.3915126626,1983.3915126626,3,0,0,0,0,0,0,0,0,0,0
1983-05-25,298,1983,0.3942505133,1983.3942505134,4,0,0,0,0,0,0,0,0,0,0
1983-05-26,296,1983,0.3969883641,1983.3969883641,5,0,0,0,0,0,0,0,0,0,0
1983-05-27,297,1983,0.3997262149,1983.3997262149,6,0,0,0,0,0,0,0,0,0,0
1983-05-28,246,1983,0.4024640657,1983.4024640657,7,1,0,0,0,0,0,0,0,0,0
1983-05-29,188,1983,0.4052019165,1983.4052019165,1,1,0,0,0,0,0,0,0,0,0
1983-05-30,244,1983,0.4079397673,1983.4079397673,2,0,0,0,0,0,0,0,0,0,0
1983-05-31,259,1983,0.4106776181,1983.4106776181,3,0,0,0,0,0,0,0,0,0,0
1983-06-01,262,1983,0.4134154689,1983.4134154689,4,0,0,0,0,0,0,0,0,0,0
1983-06-02,262,1983,0.4161533196,1983.4161533197,5,0,0,0,0,0,0,0,0,0,0
1983-06-03,258,1983,0.4188911704,1983.4188911704,6,0,0,0,0,0,0,0,0,0,0
1983-06-04,213,1983,0.4216290212,1983.4216290212,7,1,0,0,0,0,0,0,0,0,0
1983-06-05,194,1983,0.424366872,1983.424366872,1,1,0,0,0,0,0,0,0,0,0
1983-06-06,278,1983,0.4271047228,1983.4271047228,2,0,0,0,0,0,0,0,0,0,0
1983-06-07,258,1983,0.4298425736,1983.4298425736,3,0,0,0,0,0,0,0,0,0,0
1983-06-08,267,1983,0.4325804244,1983.4325804244,4,0,0,0,0,0,0,0,0,0,0
1983-06-09,293,1983,0.4353182752,1983.4353182752,5,0,0,0,0,0,0,0,0,0,0
1983-06-10,269,1983,0.4380561259,1983.4380561259,6,0,0,0,0,0,0,0,0,0,0
1983-06-11,208,1983,0.4407939767,1983.4407939767,7,1,0,0,0,0,0,0,0,0,0
1983-06-12,199,1983,0.4435318275,1983.4435318275,1,1,0,0,0,0,0,0,0,0,0
1983-06-13,288,1983,0.4462696783,1983.4462696783,2,0,0,0,0,0,0,0,0,0,0
1983-06-14,278,1983,0.4490075291,1983.4490075291,3,0,0,0,0,0,0,0,0,0,0
1983-06-15,286,1983,0.4517453799,1983.4517453799,4,0,0,0,0,0,0,0,0,0,0
1983-06-16,296,1983,0.4544832307,1983.4544832307,5,0,0,0,0,0,0,0,0,0,0
1983-06-17,286,1983,0.4572210815,1983.4572210815,6,0,0,0,0,0,0,0,0,0,0
1983-06-18,194,1983,0.4599589322,1983.4599589322,7,1,0,0,0,0,0,0,0,0,0
1983-06-19,174,1983,0.462696783,1983.462696783,1,1,0,0,0,0,0,0,0,0,0
1983-06-20,257,1983,0.4654346338,1983.4654346338,2,0,0,0,0,0,0,0,0,0,0
1983-06-21,305,1983,0.4681724846,1983.4681724846,3,0,0,0,0,0,0,0,0,0,0
1983-06-22,260,1983,0.4709103354,1983.4709103354,4,0,0,0,0,0,0,0,0,0,0
1983-06-23,285,1983,0.4736481862,1983.4736481862,5,0,0,0,0,0,0,0,0,0,0
1983-06-24,229,1983,0.476386037,1983.476386037,6,0,0,0,0,0,0,0,0,0,0
1983-06-25,197,1983,0.4791238877,1983.4791238878,7,1,0,0,0,0,0,0,0,0,0
1983-06-26,166,1983,0.4818617385,1983.4818617385,1,1,0,0,0,0,0,0,0,0,0
1983-06-27,264,1983,0.4845995893,1983.4845995893,2,0,0,0,0,0,0,0,0,0,0
1983-06-28,272,1983,0.4873374401,1983.4873374401,3,0,0,0,0,0,0,0,0,0,0
1983-06-29,279,1983,0.4900752909,1983.4900752909,4,0,0,0,0,0,0,0,0,0,0
1983-06-30,287,1983,0.4928131417,1983.4928131417,5,0,0,0,0,0,0,0,0,0,0
1983-07-01,235,1983,0.4955509925,1983.4955509925,6,0,0,0,0,0,0,0,0,0,0
1983-07-02,212,1983,0.4982888433,1983.4982888433,7,1,0,0,0,0,0,0,0,0,0
1983-07-03,185,1983,0.501026694,1983.5010266941,1,1,0,0,0,0,0,0,0,0,0
1983-07-04,267,1983,0.5037645448,1983.5037645448,2,0,0,0,0,0,0,0,0,0,0
1983-07-05,265,1983,0.5065023956,1983.5065023956,3,0,0,0,0,0,0,0,0,0,0
1983-07-06,252,1983,0.5092402464,1983.5092402464,4,0,0,0,0,0,0,0,0,0,0
1983-07-07,294,1983,0.5119780972,1983.5119780972,5,0,0,0,0,0,0,0,0,0,0
1983-07-08,263,1983,0.514715948,1983.514715948,6,0,0,0,0,0,0,0,0,0,0
1983-07-09,194,1983,0.5174537988,1983.5174537988,7,1,0,0,0,0,0,0,0,0,0
1983-07-10,189,1983,0.5201916496,1983.5201916496,1,1,0,0,0,0,0,0,0,0,0
1983-07-11,256,1983,0.5229295003,1983.5229295004,2,0,0,0,0,0,0,0,0,0,0
1983-07-12,256,1983,0.5256673511,1983.5256673511,3,0,0,0,0,0,0,0,0,0,0
1983-07-13,231,1983,0.5284052019,1983.5284052019,4,0,0,0,0,0,0,0,0,0,0
1983-07-14,274,1983,0.5311430527,1983.5311430527,5,0,0,0,0,0,0,0,0,0,0
1983-07-15,272,1983,0.5338809035,1983.5338809035,6,0,0,0,0,0,0,0,0,0,0
1983-07-16,179,1983,0.5366187543,1983.5366187543,7,1,0,0,0,0,0,0,0,0,0
1983-07-17,203,1983,0.5393566051,1983.5393566051,1,1,0,0,0,0,0,0,0,0,0
1983-07-18,237,1983,0.5420944559,1983.5420944559,2,0,0,0,0,0,0,0,0,0,0
1983-07-19,269,1983,0.5448323066,1983.5448323066,3,0,0,0,0,0,0,0,0,0,0
1983-07-20,244,1983,0.5475701574,1983.5475701574,4,0,0,0,0,0,0,0,0,0,0
1983-07-21,262,1983,0.5503080082,1983.5503080082,5,0,0,0,0,0,0,0,0,0,0
1983-07-22,257,1983,0.553045859,1983.553045859,6,0,0,0,0,0,0,0,0,0,0
1983-07-23,184,1983,0.5557837098,1983.5557837098,7,1,0,0,0,0,0,0,0,0,0
1983-07-24,182,1983,0.5585215606,1983.5585215606,1,1,0,0,0,0,0,0,0,0,0
1983-07-25,251,1983,0.5612594114,1983.5612594114,2,0,0,0,0,0,0,0,0,0,0
1983-07-26,239,1983,0.5639972621,1983.5639972622,3,0,0,0,0,0,0,0,0,0,0
1983-07-27,265,1983,0.5667351129,1983.5667351129,4,0,0,0,0,0,0,0,0,0,0
1983-07-28,266,1983,0.5694729637,1983.5694729637,5,0,0,0,0,0,0,0,0,0,0
1983-07-29,306,1983,0.5722108145,1983.5722108145,6,0,0,0,0,0,0,0,0,0,0
1983-07-30,184,1983,0.5749486653,1983.5749486653,7,1,0,0,0,0,0,0,0,0,0
1983-07-31,181,1983,0.5776865161,1983.5776865161,1,1,0,0,0,0,0,0,0,0,0
1983-08-01,258,1983,0.5804243669,1983.5804243669,2,0,0,0,0,0,0,0,0,0,0
1983-08-02,261,1983,0.5831622177,1983.5831622177,3,0,0,0,0,0,0,0,0,0,0
1983-08-03,268,1983,0.5859000684,1983.5859000685,4,0,0,0,0,0,0,0,0,0,0
1983-08-04,284,1983,0.5886379192,1983.5886379192,5,0,0,0,0,0,0,0,0,0,0
1983-08-05,258,1983,0.59137577,1983.59137577,6,0,0,0,0,0,0,0,0,0,0
1983-08-06,198,1983,0.5941136208,1983.5941136208,7,1,0,0,0,0,0,0,0,0,0
1983-08-07,181,1983,0.5968514716,1983.5968514716,1,1,0,0,0,0,0,0,0,0,0
1983-08-08,242,1983,0.5995893224,1983.5995893224,2,0,0,0,0,0,0,0,0,0,0
1983-08-09,259,1983,0.6023271732,1983.6023271732,3,0,0,0,0,0,0,0,0,0,0
1983-08-10,265,1983,0.605065024,1983.605065024,4,0,0,0,0,0,0,0,0,0,0
1983-08-11,240,1983,0.6078028747,1983.6078028748,5,0,0,0,0,0,0,0,0,0,0
1983-08-12,252,1983,0.6105407255,1983.6105407255,6,0,0,0,0,0,0,0,0,0,0
1983-08-13,203,1983,0.6132785763,1983.6132785763,7,1,0,0,0,0,0,0,0,0,0
1983-08-14,173,1983,0.6160164271,1983.6160164271,1,1,0,0,0,0,0,0,0,0,0
1983-08-15,257,1983,0.6187542779,1983.6187542779,2,0,0,0,0,0,0,0,0,0,0
1983-08-16,265,1983,0.6214921287,1983.6214921287,3,0,0,0,0,0,0,0,0,0,0
1983-08-17,254,1983,0.6242299795,1983.6242299795,4,0,0,0,0,0,0,0,0,0,0
1983-08-18,268,1983,0.6269678303,1983.6269678303,5,0,0,0,0,0,0,0,0,0,0
1983-08-19,250,1983,0.629705681,1983.629705681,6,0,0,0,0,0,0,0,0,0,0
1983-08-20,189,1983,0.6324435318,1983.6324435318,7,1,0,0,0,0,0,0,0,0,0
1983-08-21,206,1983,0.6351813826,1983.6351813826,1,1,0,0,0,0,0,0,0,0,0
1983-08-22,238,1983,0.6379192334,1983.6379192334,2,0,0,0,0,0,0,0,0,0,0
1983-08-23,269,1983,0.6406570842,1983.6406570842,3,0,0,0,0,0,0,0,0,0,0
1983-08-24,252,1983,0.643394935,1983.643394935,4,0,0,0,0,0,0,0,0,0,0
1983-08-25,261,1983,0.6461327858,1983.6461327858,5,0,0,0,0,0,0,0,0,0,0
1983-08-26,264,1983,0.6488706366,1983.6488706366,6,0,0,0,0,0,0,0,0,0,0
1983-08-27,208,1983,0.6516084873,1983.6516084873,7,1,0,0,0,0,0,0,0,0,0
1983-08-28,180,1983,0.6543463381,1983.6543463381,1,1,0,0,0,0,0,0,0,0,0
1983-08-29,240,1983,0.6570841889,1983.6570841889,2,0,0,0,0,0,0,0,0,0,0
1983-08-30,251,1983,0.6598220397,1983.6598220397,3,0,0,0,0,0,0,0,0,0,0
1983-08-31,261,1983,0.6625598905,1983.6625598905,4,0,0,0,0,0,0,0,0,0,0
1983-09-01,234,1983,0.6652977413,1983.6652977413,5,0,0,0,0,0,0,0,0,0,0
1983-09-02,252,1983,0.6680355921,1983.6680355921,6,0,0,0,0,0,0,0,0,0,0
1983-09-03,200,1983,0.6707734428,1983.6707734429,7,1,0,0,0,0,0,0,0,0,0
1983-09-04,219,1983,0.6735112936,1983.6735112936,1,1,0,0,0,0,0,0,0,0,0
1983-09-05,199,1983,0.6762491444,1983.6762491444,2,0,0,0,0,0,0,0,1,0,1
1983-09-06,263,1983,0.6789869952,1983.6789869952,3,0,0,0,0,0,0,0,0,0,0
1983-09-07,286,1983,0.681724846,1983.681724846,4,0,0,0,0,0,0,0,0,0,0
1983-09-08,271,1983,0.6844626968,1983.6844626968,5,0,0,0,0,0,0,0,0,0,0
1983-09-09,276,1983,0.6872005476,1983.6872005476,6,0,0,0,0,0,0,0,0,0,0
1983-09-10,239,1983,0.6899383984,1983.6899383984,7,1,0,0,0,0,0,0,0,0,0
1983-09-11,188,1983,0.6926762491,1983.6926762492,1,1,0,0,0,0,0,0,0,0,0
1983-09-12,271,1983,0.6954140999,1983.6954140999,2,0,0,0,0,0,0,0,0,0,0
1983-09-13,262,1983,0.6981519507,1983.6981519507,3,0,0,0,0,0,0,0,0,0,0
1983-09-14,252,1983,0.7008898015,1983.7008898015,4,0,0,0,0,0,0,0,0,0,0
1983-09-15,293,1983,0.7036276523,1983.7036276523,5,0,0,0,0,0,0,0,0,0,0
1983-09-16,269,1983,0.7063655031,1983.7063655031,6,0,0,0,0,0,0,0,0,0,0
1983-09-17,208,1983,0.7091033539,1983.7091033539,7,1,0,0,0,0,0,0,0,0,0
1983-09-18,194,1983,0.7118412047,1983.7118412047,1,1,0,0,0,0,0,0,0,0,0
1983-09-19,264,1983,0.7145790554,1983.7145790555,2,0,0,0,0,0,0,0,0,0,0
1983-09-20,283,1983,0.7173169062,1983.7173169062,3,0,0,0,0,0,0,0,0,0,0
1983-09-21,306,1983,0.720054757,1983.720054757,4,0,0,0,0,0,0,0,0,0,0
1983-09-22,281,1983,0.7227926078,1983.7227926078,5,0,0,0,0,0,0,0,0,0,0
1983-09-23,267,1983,0.7255304586,1983.7255304586,6,0,0,0,0,0,0,0,0,0,0
1983-09-24,202,1983,0.7282683094,1983.7282683094,7,1,0,0,0,0,0,0,0,0,0
1983-09-25,176,1983,0.7310061602,1983.7310061602,1,1,0,0,0,0,0,0,0,0,0
1983-09-26,248,1983,0.733744011,1983.733744011,2,0,0,0,0,0,0,0,0,0,0
1983-09-27,265,1983,0.7364818617,1983.7364818617,3,0,0,0,0,0,0,0,0,0,0
1983-09-28,262,1983,0.7392197125,1983.7392197125,4,0,0,0,0,0,0,0,0,0,0
1983-09-29,297,1983,0.7419575633,1983.7419575633,5,0,0,0,0,0,0,0,0,0,0
1983-09-30,307,1983,0.7446954141,1983.7446954141,6,0,0,0,0,0,0,0,0,0,0
1983-10-01,187,1983,0.7474332649,1983.7474332649,7,1,0,0,0,0,0,0,0,0,0
1983-10-02,198,1983,0.7501711157,1983.7501711157,1,1,0,0,0,0,0,0,0,0,0
1983-10-03,248,1983,0.7529089665,1983.7529089665,2,0,0,0,0,0,0,0,0,0,0
1983-10-04,291,1983,0.7556468172,1983.7556468173,3,0,0,0,0,0,0,0,0,0,0
1983-10-05,284,1983,0.758384668,1983.758384668,4,0,0,0,0,0,0,0,0,0,0
1983-10-06,245,1983,0.7611225188,1983.7611225188,5,0,0,0,0,0,0,0,0,0,0
1983-10-07,273,1983,0.7638603696,1983.7638603696,6,0,0,0,0,0,0,0,0,0,0
1983-10-08,201,1983,0.7665982204,1983.7665982204,7,1,0,0,0,0,0,0,0,0,0
1983-10-09,189,1983,0.7693360712,1983.7693360712,1,1,0,0,0,0,0,0,0,0,0
1983-10-10,188,1983,0.772073922,1983.772073922,2,0,0,0,0,0,0,0,0,1,1
1983-10-11,250,1983,0.7748117728,1983.7748117728,3,0,0,0,0,0,0,0,0,0,0
1983-10-12,273,1983,0.7775496235,1983.7775496236,4,0,0,0,0,0,0,0,0,0,0
1983-10-13,269,1983,0.7802874743,1983.7802874743,5,0,0,0,0,0,0,0,0,0,0
1983-10-14,305,1983,0.7830253251,1983.7830253251,6,0,0,0,0,0,0,0,0,0,0
1983-10-15,221,1983,0.7857631759,1983.7857631759,7,1,0,0,0,0,0,0,0,0,0
1983-10-16,189,1983,0.7885010267,1983.7885010267,1,1,0,0,0,0,0,0,0,0,0
1983-10-17,239,1983,0.7912388775,1983.7912388775,2,0,0,0,0,0,0,0,0,0,0
1983-10-18,260,1983,0.7939767283,1983.7939767283,3,0,0,0,0,0,0,0,0,0,0
1983-10-19,230,1983,0.7967145791,1983.7967145791,4,0,0,0,0,0,0,0,0,0,0
1983-10-20,250,1983,0.7994524298,1983.7994524299,5,0,0,0,0,0,0,0,0,0,0
1983-10-21,256,1983,0.8021902806,1983.8021902806,6,0,0,0,0,0,0,0,0,0,0
1983-10-22,204,1983,0.8049281314,1983.8049281314,7,1,0,0,0,0,0,0,0,0,0
1983-10-23,172,1983,0.8076659822,1983.8076659822,1,1,0,0,0,0,0,0,0,0,0
1983-10-24,250,1983,0.810403833,1983.810403833,2,0,0,0,0,0,0,0,0,0,0
1983-10-25,277,1983,0.8131416838,1983.8131416838,3,0,0,0,0,0,0,0,0,0,0
1983-10-26,253,1983,0.8158795346,1983.8158795346,4,0,0,0,0,0,0,0,0,0,0
1983-10-27,269,1983,0.8186173854,1983.8186173854,5,0,0,0,0,0,0,0,0,0,0
1983-10-28,236,1983,0.8213552361,1983.8213552361,6,0,0,0,0,0,0,0,0,0,0
1983-10-29,183,1983,0.8240930869,1983.8240930869,7,1,0,0,0,0,0,0,0,0,0
1983-10-30,185,1983,0.8268309377,1983.8268309377,1,1,0,0,0,0,0,0,0,0,0
1983-10-31,228,1983,0.8295687885,1983.8295687885,2,0,0,0,0,0,0,0,0,0,0
