arsenic,dist,assoc,educ,switch
0.72,10.061,1,0,1
0.69,46.256,1,5,1
1.41,48.605,1,0,0
0.85,24.378,1,8,0
1.32,27.592,1,9,0
1.89,43.531,1,0,0
1.51,91.645,1,0,0
1.86,92.868,1,5,1
6.76,70.901,0,9,1
3.19,67.496,1,10,1
0.23,55.748,0,5,0
0.63,40.319,1,5,0
6.32,27.407,0,0,1
2.4,57.159,0,11,1
4.14,17.381,0,5,1
0.88,19.619,1,8,1
0.05,20.409,1,5,0
0.41,41.071,1,0,0
0.11,18.199,1,0,0
0.19,6.021,1,8,0
0.57,20.333,1,8,1
0.44,16.335,1,8,0
0.54,11.301,0,5,0
0.1,21.593,0,5,0
0.19,26.639,1,5,0
0.08,26.974,1,10,0
0.43,9.492,0,5,0
0.8,41.516,0,5,1
0.14,39.465,0,11,1
0.05,32.342,0,0,0
0.26,22.676,1,10,0
0.18,11.982,1,11,0
0.74,13.117,1,10,0
4.2,26.833,1,5,1
2.18,14.731,0,5,1
1.43,23.373,0,10,1
2.69,2.895,0,11,1
0.74,4.594,0,0,0
0.18,47.745,1,6,0
0.63,42.22,1,0,1
0.83,60.364,0,4,1
0.9,45.198,1,8,1
1.12,69.155,0,5,0
1.16,59.659,0,9,1
0.93,57.288,1,5,0
1.22,56.256,1,10,1
0.16,48.919,1,8,0
1.09,16.78,0,5,0
1.67,34.09,0,0,0
1.09,33.168,1,5,1
0.24,42.298,0,10,1
0.97,12.006,1,7,1
1.25,51.515,0,5,0
0.28,36.979,0,6,0
0.05,37.441,0,5,0
0.05,30.807,0,7,0
1.66,21.168,1,0,1
1.66,60.294,0,7,1
1.15,27.811,1,6,0
1.15,44.92,1,0,1
1.21,55.153,0,0,0
1.64,66.257,1,5,1
1.74,51.163,0,0,0
1.08,49.519,1,0,0
1.09,19.137,1,4,0
2.27,33.995,1,5,0
1.46,34.067,0,0,0
1.35,45.407,0,0,0
3.65,76.303,1,5,1
2,62.315,0,0,1
1.18,55.587,1,0,0
0.54,79.698,1,0,0
1.01,92.014,0,6,0
1.5,76.647,1,8,1
1.63,78.868,0,5,1
0.76,62.326,0,8,1
0.05,40.675,1,5,0
0.67,54.057,1,5,1
1.14,16.998,1,5,1
0.22,11.18,1,0,0
0.16,5.88,0,5,0
0.73,3.38,1,0,0
0.18,24.516,1,5,0
1.6,50.717,1,10,1
2.3,22.326,0,11,1
0.61,59.926,1,0,0
0.65,162.921,0,5,1
0.66,163.681,0,0,0
0.33,164.968,0,5,1
0.48,25.947,0,5,0
0.45,33.603,1,0,0
0.51,33.745,0,0,0
0.65,72.865,0,5,0
3.42,153.357,0,5,0
2.82,213.715,1,5,0
1.32,98.99,0,0,0
1.89,93.171,1,0,0
1.37,85.389,0,0,0
1.38,70.648,0,5,0
2.39,50.569,0,0,0
0.41,28.429,1,5,0
0.82,28.997,1,0,0
0.4,28.997,0,5,0
0.61,84.685,0,0,0
2.97,75.026,0,0,0
1.11,11.238,0,0,0
0.28,33.237,0,8,0
0.11,10.558,1,9,0
1.54,96.409,0,5,0
1.19,103.411,1,0,0
2.37,49.298,1,0,0
2.54,40.574,1,0,0
0.05,58.563,1,5,0
0.27,4.486,0,0,0
0.05,29.989,1,5,0
0.64,90.549,0,5,0
1.95,114.9,0,5,0
1.85,84.752,0,5,0
1.3,88.218,0,5,0
0.78,42.569,0,0,1
1.88,39.793,0,0,1
1.11,3.393,0,5,1
0.37,9.821,0,14,0
0.05,25.013,1,10,0
0.75,10.333,1,5,0
1.18,15.596,1,8,1
0.05,28.817,0,5,0
0.59,32.455,1,9,0
0.79,23.38,0,8,1
0.35,21.215,1,10,0
0.45,40.024,0,8,0
0.05,39.083,0,5,0
1.24,26.487,0,10,1
0.97,20.718,0,5,1
0.73,8.649,1,8,1
0.82,24.794,1,9,1
0.75,17.59,0,0,0
0.24,4.642,0,0,0
0.11,6.828,1,0,0
0.43,7.504,1,5,0
0.19,7.79,0,7,0
1.05,42.517,1,0,0
0.32,8.417,1,10,1
0.53,27.733,0,0,0
0.42,34.468,0,3,0
0.45,11.232,0,0,1
0.17,2.767,0,0,0
0.55,11.456,0,0,1
0.83,23.381,1,0,0
0.06,1.961,0,5,0
0.38,1.991,1,11,1
0.25,5.42,0,0,0
0.38,5.761,0,0,1
0.45,7.408,1,5,0
0.45,9.533,1,5,0
0.19,9.533,0,5,0
0.05,12.827,1,5,0
0.22,8.629,0,0,0
0.51,32.488,1,8,1
0.74,31.215,0,5,1
0.19,3.639,0,5,0
0.39,58.345,1,11,0
0.15,3.912,1,0,0
0.05,9.012,1,5,0
0.4,16.285,1,0,0
0.75,12.241,1,5,1
0.29,3.943,1,0,0
0.28,5.54,1,0,0
0.37,12.872,1,0,0
0.65,35.478,1,8,0
0.19,5.468,0,0,0
1.04,39.541,0,5,1
1.47,40.045,0,10,1
0.63,29.532,0,5,1
1.07,2.109,0,8,0
2.11,23.109,0,7,1
1.5,7.37,0,11,0
0.42,10.551,0,0,0
1.8,16.686,1,0,0
1.8,25.971,0,0,1
0.05,11.774,1,11,0
2.65,7.763,1,11,1
1.9,8.967,1,0,1
1.71,13.573,1,0,0
2.44,45.533,0,5,0
0.52,32.531,0,5,1
0.99,40.948,1,11,1
0.93,58.746,0,0,1
0.95,74.704,0,0,1
0.95,55.11,0,7,0
1.56,26.722,0,8,0
1.48,19.157,0,0,0
1.53,16.232,0,10,1
1.48,23.839,1,0,1
1.06,57.341,0,10,1
1.03,53.812,0,0,0
0.67,18.866,0,10,0
0.58,26.482,0,10,0
0.49,15.826,1,7,0
0.67,27.929,0,0,1
0.56,27.412,1,0,0
0.31,10.978,1,11,0
0.53,15.416,0,7,1
0.69,33.43,0,12,1
0.83,48.334,0,5,1
1.11,61.407,0,0,1
0.63,59.642,1,6,0
1.22,34.282,0,0,1
0.98,38.785,0,9,1
1.04,35.749,0,11,1
0.94,41.589,0,0,1
2.16,5.36,0,10,0
1.46,26.01,0,0,1
0.05,8.364,1,7,0
0.93,24.501,0,7,1
0.53,23.792,0,8,0
0.98,29.716,0,5,1
0.75,28,0,5,0
0.6,45.028,1,4,1
1.47,48.773,1,0,1
2.41,43.559,0,5,1
0.75,78.533,1,8,1
1.02,84.393,0,5,0
1.28,88.419,1,5,0
1.16,124.914,1,5,0
1.46,150.211,0,5,0
1.34,110.518,1,5,0
2,79.316,1,0,1
1.15,41.974,0,6,1
1.09,59.795,0,10,1
1.38,102.74,1,10,1
1.99,91.373,1,8,1
2.21,134.421,0,8,1
1.67,152.891,1,0,1
1.49,49.545,1,0,0
1.24,39.069,1,0,0
1.57,111.248,1,5,1
0.75,69.39,1,0,1
1.19,28.883,0,0,1
1.24,17.482,1,5,1
1.39,11.209,1,5,0
1.09,20.574,1,7,1
0.98,36.349,1,0,1
1.13,30.21,1,0,1
0.72,32.1,1,0,1
0.95,17.997,1,0,1
1.51,29.534,1,0,1
1.35,17.154,1,0,1
1.42,12.403,1,0,1
0.05,6.311,1,0,0
1.43,38.146,1,10,0
1.45,144.144,0,5,1
0.75,22.738,0,0,0
0.98,10.397,0,8,0
0.05,3.174,1,6,0
0.72,5.272,1,0,1
0.28,6.77,1,0,0
1.89,20.514,1,0,1
0.43,4.538,1,5,0
1.72,36.007,0,9,0
1.92,29.441,0,0,0
0.42,6.371,1,5,0
0.44,4.657,1,13,0
0.55,17.639,1,10,0
0.37,7.823,0,10,0
0.53,32.506,0,5,0
1.29,35.669,1,7,1
0.76,35.669,0,11,1
0.53,39.955,0,4,0
1.14,59.42,0,5,1
0.7,60.479,1,8,1
0.62,84.752,0,0,0
0.69,60.751,0,6,0
1.38,68.646,0,11,1
0.98,24.508,0,0,1
0.29,13.172,0,10,0
0.58,14.172,0,9,1
0.36,8.188,0,0,0
0.93,32.991,1,10,1
1.29,29.169,0,0,1
0.77,24.74,0,10,1
1.23,17.259,0,0,0
0.05,3.33,0,0,1
0.94,8.524,1,9,0
0.62,42.618,0,0,1
1.05,54.193,1,0,1
0.85,32.288,1,8,0
0.94,12.678,1,8,1
0.82,36.568,0,0,0
0.72,49.761,0,0,0
0.61,41.098,0,0,0
0.72,12.104,0,0,0
0.32,5.797,1,8,0
1.14,66.454,0,5,1
0.69,37.696,0,0,0
1.02,22.325,0,0,0
0.33,5.87,1,12,0
0.05,13.448,0,6,1
0.62,43.954,0,4,1
0.28,0.034,0,0,0
0.66,17.71,1,0,0
0.49,10.558,0,3,0
0.42,3.732,0,9,0
0.43,4.124,0,0,1
0.57,21.97,0,5,0
0.52,24.048,0,0,0
0.52,21.146,0,11,0
0.39,5.897,1,9,0
0.38,2.386,0,0,0
0.36,8.866,1,11,0
0.37,3.146,0,0,0
0.34,0.544,1,0,0
0.51,13.964,0,0,0
0.43,11.681,1,4,0
0.65,22.283,1,5,0
0.68,11.061,0,0,0
3.73,173.872,0,10,0
1.14,89.228,0,0,0
1.35,16.644,0,12,1
1,5.461,0,12,0
0.41,9.771,0,10,0
1.78,23.173,0,0,0
0.46,10.299,0,0,1
0.46,29.498,0,0,0
0.75,16.156,0,12,0
0.66,22.408,0,0,0
0.28,2.611,0,0,0
0.48,13.757,0,0,0
0.63,14.216,0,5,0
0.05,14.707,0,10,1
0.13,12.306,0,10,0
1.18,36.053,0,5,1
0.36,27.561,0,5,0
1.05,11.507,0,10,1
1.43,8.287,1,14,0
0.47,11.337,1,14,0
0.81,12.226,1,3,0
1.25,35.45,0,10,0
0.96,10.03,0,7,0
0.33,3.238,0,0,0
0.53,18.933,0,0,0
0.05,2.996,0,5,0
0.71,11.015,1,8,0
0.31,5.709,0,5,0
0.28,8.804,0,5,0
0.05,7.907,1,5,0
0.05,13.581,0,5,0
0.34,6.749,1,9,0
0.21,5.312,0,3,0
0.29,10.015,0,5,1
0.06,4.851,0,5,0
0.16,17.038,0,5,1
1.78,13.195,0,7,0
0.14,9.266,0,5,0
1.32,34.722,0,5,0
0.06,14.66,0,0,0
0.56,24.695,0,0,0
0.2,17.641,0,5,1
0.11,4.432,0,0,0
0.72,41.483,1,10,1
1.21,39.872,0,0,1
1.44,33.152,0,10,1
0.22,44.204,0,10,0
0.16,39.488,0,5,0
0.81,22.511,0,0,1
0.33,17.941,0,9,0
1.63,26.74,0,8,1
0.87,6.856,1,10,0
0.39,54.723,0,5,0
0.56,34.969,0,5,1
0.19,19.959,1,11,1
1.92,10.398,1,0,1
1.4,24.296,1,0,1
0.91,38.932,1,5,0
0.53,26.793,0,9,1
1.34,33.906,1,5,1
1.43,27.026,1,12,1
1,45.686,0,13,0
1.07,38.86,0,10,1
0.65,8.277,0,10,1
1.49,12.598,0,4,0
0.05,38.32,1,8,0
0.71,28.225,1,10,1
1.03,39.934,0,9,1
1.95,35.241,0,9,1
1.08,10.157,0,10,1
1.05,7.242,0,0,0
0.89,40.071,0,12,1
2.61,61.538,0,8,1
3.03,57.105,0,8,1
4.77,38.883,0,5,1
1.1,59.518,0,10,1
1.37,40.545,0,0,1
1.41,21.296,0,0,1
1.27,33.439,0,8,1
0.93,34.503,0,10,1
0.91,16.228,0,0,1
1.04,51.739,0,0,1
1.54,41.655,0,5,1
0.92,48.012,0,5,1
1.64,40.238,0,5,1
1.43,31.334,0,0,1
0.44,42.645,0,0,0
0.85,16.944,0,0,1
0.71,17.959,0,5,1
0.96,17.767,0,0,1
0.75,22.679,0,0,1
1.29,32.966,1,0,1
0.87,21.939,0,0,1
0.58,37.309,0,0,1
0.73,14.415,0,10,1
1.8,17.184,0,10,1
1.82,63.562,0,0,1
1.66,62.96,0,0,1
2.31,79.785,1,14,1
0.88,46.527,0,0,1
1.23,39.781,0,0,0
0.36,11.033,0,8,0
0.49,6.828,0,8,0
1.71,29.212,0,0,1
0.87,25.416,0,5,1
0.76,21.421,0,0,1
0.79,35.972,0,0,1
1.23,55.662,0,0,1
0.49,46.073,0,0,0
0.82,43.382,0,0,1
0.49,12.992,0,0,0
0.17,24.707,0,0,0
0.33,30.483,0,0,0
2.01,35.219,0,0,0
1.74,40.785,0,0,1
0.71,42.235,0,0,1
1.78,46.972,0,0,0
1.74,83.905,0,0,0
2.22,35.18,0,5,0
1.29,156.018,0,0,0
2.87,116.517,0,0,0
1.71,111.881,0,5,0
2.21,114.776,0,10,1
2.58,119.877,1,8,1
1.69,150.331,0,0,1
1.33,168.284,1,8,1
2.23,61.95,0,0,1
0.7,61.216,0,0,1
1.45,44.755,0,0,1
1.2,34.742,0,0,1
1.22,58.536,0,0,1
1.36,49.791,0,5,0
1.99,53.483,0,0,1
1.12,57.441,0,0,1
0.88,16.033,0,5,1
1.64,19.423,1,5,1
1.37,15.298,1,5,1
1.01,8.14,0,5,1
0.62,34.958,0,5,0
1.14,41.537,0,10,1
1.69,50.395,0,5,0
2.38,49.762,0,5,1
1.6,41.662,0,5,1
1.51,32.249,1,0,1
1.28,23.267,1,0,1
1.4,34.293,0,0,0
1.2,50.832,1,0,0
1.35,64.656,0,0,1
1.14,46.409,0,0,0
2.08,31.723,0,5,0
1.7,17.884,0,0,0
1.07,20.698,0,5,1
1.19,25.794,0,0,0
1.32,42.312,0,4,1
2.01,43.737,0,5,1
2.88,38.746,0,5,0
1.24,15.055,0,5,1
2.89,7.553,0,5,0
2.77,26.505,0,5,1
0.78,35.587,0,11,1
1.99,18.82,0,5,0
0.05,17.315,0,5,0
2.25,25.515,0,5,1
1.41,14.791,0,5,1
0.66,8.721,0,5,0
0.62,4.136,0,0,1
1.28,19.274,0,0,1
1.51,31.347,0,0,1
0.75,30.945,0,0,1
0.79,35.872,0,0,1
0.63,50.458,0,0,1
0.68,53.818,0,0,1
1.25,52.132,0,0,1
1.09,54.017,0,0,1
0.66,49.055,0,0,0
1.11,39.103,0,0,1
0.73,27.616,0,0,1
0.4,23.211,0,0,0
2.2,35.484,0,0,1
1.01,53.845,0,0,1
0.56,49.441,0,0,0
0.64,69.085,0,0,0
0.67,65.275,0,0,1
1.11,88.043,0,0,1
1.38,62.625,0,0,1
0.18,80.77,0,8,1
0.85,62.049,0,0,0
0.8,69.199,0,0,0
1.26,42.803,0,0,1
1.96,36.875,0,0,0
0.34,33.3,0,0,0
0.92,36.494,0,0,0
0.87,48.389,0,6,0
3.93,24.948,0,0,1
1.01,32.762,0,0,1
1.81,60.579,0,0,0
3.92,82.87,0,0,0
1.68,62.514,0,0,0
1.23,64.115,0,0,1
0.75,82.027,0,0,1
0.74,38.947,0,0,1
1.2,34.331,0,0,1
2.04,39.422,0,0,1
1.34,26.518,0,0,0
1.19,29.215,0,0,0
0.63,49.854,0,0,0
1.13,97.513,0,0,0
2.24,90.924,0,0,0
2.61,79.008,0,0,1
2.21,80.844,0,0,0
1.35,54.505,0,0,0
0.64,57.737,0,0,1
2,89.971,0,0,1
2.85,87.019,1,0,0
2.09,87.141,0,0,0
1.9,68.423,0,0,0
3.58,94.087,0,0,1
3.31,83.31,0,0,0
0.89,16.434,0,0,1
0.19,18.486,0,10,0
0.6,59.761,0,0,0
2.47,37.579,0,0,0
1.76,44.472,1,8,1
2.87,53.565,1,10,1
2.59,6.848,1,10,1
0.48,56.516,1,10,0
2.82,47.285,1,10,1
1.7,66.919,0,0,1
1.81,51.251,0,0,1
2.43,39.351,0,0,1
0.51,59.284,0,0,0
2.55,54.241,0,0,1
1.91,55.206,0,0,1
2.17,33.609,0,0,1
1.23,75.471,0,9,1
3.17,19.224,0,0,1
2.41,15.89,0,0,1
1.37,5.512,0,0,1
2.4,17.165,0,0,1
1.71,19.259,0,0,1
2.92,12.967,0,0,1
1.81,20.517,0,0,1
0.19,8.162,0,5,0
0.05,22.885,1,10,0
0.05,11.949,1,8,0
0.05,16.558,1,8,0
2.93,17.651,1,10,1
0.05,10.823,1,5,0
0.97,28.837,0,0,1
2.86,39.753,0,0,1
3.16,41.462,0,0,1
2.63,71.749,0,0,1
1.91,59.471,0,0,1
1.1,27.465,0,10,1
4.68,82.814,0,0,1
4.27,76.916,0,0,1
2.31,40.698,0,0,1
1.6,15.358,0,0,1
2.47,17.731,0,0,1
2.3,11.041,1,10,0
1.77,33.253,0,10,1
0.19,49.304,0,10,0
2.24,33.33,0,10,1
3.09,50.045,0,5,1
0.58,54.799,0,8,1
1.79,47.427,0,0,1
2.95,60.542,0,0,1
7.57,76.113,0,0,1
3.67,77.983,0,6,1
1.63,82.75,1,7,1
2.21,57.571,0,9,1
2.2,82.759,0,0,1
1.37,106.053,0,9,1
1.25,78.679,0,9,1
2.59,9.994,0,10,1
1.71,100.549,0,10,1
3.03,10.366,0,12,1
1.06,6.115,0,0,1
2.52,25.003,0,10,1
1,28.431,0,6,1
2.05,29.33,1,4,0
3.29,35.308,1,5,1
1.44,25.15,0,10,0
1.46,9.295,0,5,0
0.47,9.162,0,5,0
0.39,13.726,0,6,0
1.32,12.504,0,5,1
0.48,18.48,1,5,0
0.5,21.294,0,4,0
0.52,7.728,1,0,1
0.27,11.223,0,0,0
0.38,21.808,0,0,0
0.18,15.093,0,7,0
1.04,20.298,0,0,1
0.41,15.14,0,0,0
0.89,25.258,0,0,1
0.28,38.438,0,11,0
0.92,19.48,0,5,1
0.3,18.526,0,0,0
0.31,11.24,0,0,0
0.42,9.649,0,0,0
0.27,12.452,0,0,0
0.53,7.659,0,0,1
0.54,14.363,0,0,1
0.53,19.419,0,0,1
0.43,22.088,0,0,1
2.82,7.245,0,0,1
0.84,21.281,0,0,1
1.34,40.077,0,0,1
1.19,31.399,0,10,1
0.95,49.776,0,0,1
3.12,84.587,0,0,0
3.1,78.019,0,0,1
3.04,88.131,0,0,1
0.17,39.596,0,0,0
0.58,31.497,0,0,1
0.22,35.118,0,0,1
0.05,25.592,0,0,0
0.27,31.775,0,0,0
0.14,31.692,0,9,0
0.09,26.141,0,10,0
0.16,13.909,0,0,0
0.08,8.405,0,0,0
0.05,9.401,1,0,0
0.05,21.237,0,0,0
0.42,12.881,0,0,0
0.05,16.772,0,0,1
0.21,12.775,0,0,0
0.05,15.302,0,0,0
1.64,40.452,0,10,0
1.48,47.127,0,8,0
1.46,23.224,0,8,1
0.69,11.85,0,0,0
0.05,13.314,0,4,0
0.46,14.099,1,3,1
0.09,20.257,0,3,1
0.23,4.762,0,4,0
0.05,6.049,1,8,1
0.11,2.63,0,10,0
0.45,8.686,0,4,0
0.4,10.614,0,10,1
0.24,13.933,0,10,0
0.39,9.761,0,5,0
0.13,24.63,0,7,0
0.05,17.853,1,6,1
0.15,11.753,1,5,0
0.51,12.125,0,12,0
0.23,3.764,0,14,0
0.63,29.74,1,12,1
0.42,22.005,1,5,0
0.05,9.878,0,8,0
0.08,26.233,0,0,0
0.53,15.345,0,0,1
0.61,51.636,0,0,1
0.69,49.927,0,10,0
0.94,62.926,0,0,0
0.67,17.27,0,0,1
0.38,43.957,0,10,0
1.23,35.601,0,11,0
0.92,40.107,1,0,0
0.3,37.196,0,0,0
1.71,57.701,0,0,1
1.22,42.893,0,0,1
0.05,4.788,0,0,0
4.19,31.541,0,5,1
2.03,64.089,1,8,1
3.96,38.617,0,9,1
3.78,42.9,0,0,1
2.56,43.88,0,5,1
2.13,100.465,0,0,1
4.53,123.581,0,0,1
2.85,143.165,0,0,1
5.14,163.82,0,0,1
5.11,156.689,0,0,1
2.29,144.709,1,5,1
3.21,154.596,0,6,1
1.76,134.103,0,8,1
4.75,228.537,0,0,1
0.1,34.617,1,5,0
0.43,42.556,1,5,0
0.06,55.498,1,5,1
0.14,36.953,1,5,1
2.38,58.612,0,5,0
1.56,63.58,1,5,1
0.85,53.125,0,5,1
1.12,61.369,0,5,0
0.44,15.862,0,0,0
0.7,21.578,0,0,1
1.34,20.536,0,5,1
0.91,33.788,0,5,0
0.3,29.921,0,0,0
0.37,26.321,0,5,0
1.19,8.969,0,5,1
0.69,8.301,1,0,0
1.2,24.141,1,0,0
1.17,48.769,0,0,1
0.75,53.307,1,5,0
0.88,64.126,1,5,0
1,149.293,1,8,0
1.96,130.201,1,10,0
1.24,114.263,1,8,0
0.77,110.459,1,8,0
0.19,88.304,1,8,0
0.67,112.755,1,7,0
0.75,106.756,0,5,1
1.24,84.606,0,5,0
1.48,90.446,0,5,0
0.65,60.897,0,0,1
0.05,23.259,1,9,0
0.05,22.71,1,9,0
0.23,15.836,1,9,0
0.05,16.024,1,9,0
0.27,23.69,1,9,0
0.16,7.729,0,5,1
0.05,7.141,0,5,0
0.05,22.86,0,0,0
0.07,13.974,0,5,0
1.02,3.697,0,0,1
0.16,15.875,0,0,0
1.56,22.565,0,5,1
1.52,8.178,0,5,0
1.25,20.564,0,5,1
0.44,21.402,0,6,0
0.05,20.332,0,5,1
0.56,20.926,0,0,1
1.24,17.867,0,0,1
0.05,29.211,0,10,0
0.34,7.615,0,5,1
0.19,20.855,0,0,0
0.06,18.743,0,5,1
0.25,3.586,0,0,0
0.6,8.715,0,0,1
0.19,9.017,0,0,0
1.05,16.665,0,0,1
0.14,42.804,0,5,0
0.93,30.928,0,6,1
0.57,49.452,0,0,1
0.27,41.549,0,10,0
3.72,25.816,0,8,1
0.06,33.464,0,8,0
0.7,30.646,0,0,1
0.81,29.823,0,0,1
0.05,11.724,0,6,0
0.57,21.43,1,9,1
0.44,3.393,0,5,1
0.05,21.076,0,6,0
0.23,20.825,0,5,1
0.13,12.616,0,0,0
0.29,13.958,0,0,0
1.46,12.003,0,8,1
0.94,7.237,0,6,0
0.05,7.127,0,10,0
0.42,2.775,0,10,1
1.19,15.407,0,9,0
0.17,4.407,0,6,0
1.26,7.481,1,10,0
0.68,62.87,0,6,1
0.48,35.16,0,0,0
0.25,28.547,0,0,0
1.31,29.926,0,0,1
1.03,25.839,0,0,1
0.05,14.015,0,0,0
0.21,11.551,0,0,0
0.33,5.96,0,0,0
1.07,16.091,0,0,1
0.24,8.736,0,7,0
0.58,22.93,1,12,0
0.7,19.012,0,0,1
0.61,26.528,0,0,1
0.32,29.405,0,6,0
0.41,27.579,0,10,0
0.43,29.096,0,0,0
0.13,26.247,0,0,0
0.46,24.236,0,0,0
0.66,9.498,0,0,0
0.07,11.321,0,11,0
0.06,9.355,0,10,0
0.18,24.128,0,10,1
0.07,14.973,0,10,0
0.44,13.586,0,0,0
0.48,11.374,0,0,0
0.3,9.343,0,5,0
0.05,7.536,1,4,0
0.05,14.099,1,4,0
0.18,7.659,1,6,0
0.05,3.602,1,4,1
0.63,16.92,1,4,0
0.86,22.733,1,4,0
0.05,17.344,0,5,1
0.05,22.529,0,0,0
0.26,24.979,0,0,0
0.34,22.507,0,0,1
0.63,11.344,0,0,0
0.05,4.109,0,0,0
0.61,4.651,0,10,0
0.85,3.569,0,10,1
0.12,8.515,0,5,0
0.43,9.422,0,5,0
0.61,15.492,0,5,1
0.15,25.784,0,6,0
0.06,12.748,0,9,0
0.29,16.506,0,9,0
0.13,15.643,0,6,0
0.49,9.279,0,5,0
0.51,14.563,0,10,0
0.05,13.209,0,10,0
0.29,11.172,0,6,0
0.17,10.425,0,5,0
0.24,19.238,0,10,0
2.52,28.161,0,5,1
0.34,24.596,0,6,0
0.07,12.516,1,5,1
0.23,12.328,0,9,0
0.05,22.022,0,10,0
0.53,7.989,0,9,0
0.05,7.796,0,9,0
0.08,28.604,0,5,0
0.06,7.693,0,5,1
0.06,7.567,0,8,0
0.05,19.933,1,0,0
0.05,5.92,1,5,0
0.05,14.195,0,5,0
0.11,14.933,0,5,0
0.05,11.688,1,5,0
0.05,17.265,1,5,0
0.05,14.141,1,5,0
0.12,2.379,0,0,1
0.12,18.988,0,5,1
0.15,7.908,1,6,1
0.05,4.742,1,6,0
0.05,5.169,1,6,0
0.05,4.742,1,10,0
0.05,7.371,0,0,0
0.05,23.047,0,0,0
0.06,8.807,0,9,0
0.4,9.451,0,0,0
0.13,6.42,0,0,0
0.32,10.342,0,0,0
0.05,4.285,0,8,0
0.1,5.028,0,0,1
1.15,3.612,0,0,1
0.38,6.199,0,0,0
1.36,13.383,0,0,1
1.02,26.374,1,8,1
0.05,18.292,1,8,1
0.05,23.937,1,8,0
0.85,10.721,1,6,1
1.1,23.246,0,0,0
0.05,3.406,1,6,0
0.05,3.244,1,0,1
0.05,3.892,0,5,0
0.05,9.941,0,10,0
0.05,9.923,1,11,0
0.05,7.674,1,11,0
0.18,12.707,0,10,0
0.05,7.896,1,11,0
0.13,6.212,1,10,0
0.05,13.753,1,10,0
0.05,19.828,0,5,0
0.07,16.437,0,17,0
0.05,5.509,1,5,0
0.05,6.976,0,5,0
0.05,12.066,0,5,0
0.05,4.591,1,11,0
0.11,8.193,0,4,0
0.08,2.113,1,6,0
0.05,4.878,0,4,0
0.05,6.396,0,14,0
0.06,7.099,0,12,0
0.05,4.763,0,11,0
0.05,3.554,0,9,0
0.06,12.031,0,12,0
0.09,8.083,0,5,0
0.05,24.175,0,6,0
0.05,13.394,0,5,0
0.05,10.896,1,8,0
0.05,10.571,0,7,0
0.05,6.639,1,7,0
0.05,9.837,0,5,0
0.05,4.562,0,9,0
0.05,5.44,0,6,0
0.05,2.922,0,0,1
0.05,5.008,0,6,0
0.05,2.862,1,8,0
0.05,23.16,1,13,0
0.05,8.345,0,8,0
0.05,10.979,0,14,0
0.05,14.924,0,6,0
0.05,4.893,1,0,0
0.05,17.768,0,5,0
0.05,12.63,1,5,0
0.05,23.825,0,5,0
0.05,4.879,0,6,0
0.21,10.692,0,0,1
0.05,12.821,0,14,0
0.05,17.466,0,1,0
0.05,22.246,1,9,0
0.05,2.954,0,3,0
0.05,12.555,0,12,1
0.05,7.615,0,3,0
0.05,5.575,0,3,0
0.05,3.803,0,6,0
0.05,9.484,0,0,0
0.05,2.154,0,4,0
0.05,6.507,0,10,0
0.08,3.697,0,6,0
0.08,13.205,0,16,0
0.05,10.385,0,6,1
0.05,7.095,1,5,0
0.05,12.125,0,5,0
0.05,4.812,0,10,0
0.05,11.286,0,5,1
0.05,7.706,0,8,0
0.05,24.783,0,5,1
0.05,28.724,0,8,0
0.05,19.693,0,2,0
0.05,4.475,0,4,0
0.05,5.142,0,8,0
0.05,4.494,0,5,1
0.05,11.495,0,4,0
0.05,4.905,0,3,0
0.05,7.233,0,10,0
0.05,7.396,0,5,0
0.05,7.919,0,5,0
0.05,4.683,0,6,0
0.05,12.513,0,6,0
0.05,9.823,1,8,0
0.05,11.72,1,6,0
0.05,8.141,1,4,0
0.05,20.736,0,0,0
0.05,3.234,0,0,0
0.05,6.711,1,8,0
0.05,8.449,1,3,0
0.14,16.193,0,0,1
0.05,5.823,0,0,0
0.05,7.485,0,9,0
0.05,8.975,1,5,0
0.05,2.223,0,8,0
0.05,2.646,0,10,0
0.05,5.209,0,12,0
0.05,2.964,0,12,0
0.05,6.685,1,2,0
0.05,5.863,1,15,0
0.05,6.843,0,15,0
0.05,11.181,1,15,0
0.05,10.58,1,10,0
3.43,27.765,1,0,0
0.05,2.874,0,0,0
0.05,14.118,0,12,0
0.05,6.558,1,10,0
0.05,3.574,1,10,0
0.05,8.929,0,14,0
0.05,2.55,0,14,0
0.05,7.466,0,14,0
0.05,12.035,0,3,0
0.05,5.867,0,3,0
0.05,5.292,1,5,0
0.05,30.575,0,5,0
0.05,6.696,0,5,0
0.05,29.165,0,12,1
0.05,11.049,0,5,0
0.05,13.563,1,0,1
0.05,11.569,0,7,0
0.05,10.255,0,4,0
0.05,7.998,1,9,0
0.05,3.537,0,5,0
0.36,7.895,1,2,1
0.05,6.299,0,6,0
0.05,4.449,0,5,0
0.05,9.71,0,5,0
0.05,5.538,1,3,0
0.05,6.09,1,0,1
0.05,9.039,1,0,0
0.05,2.776,1,0,0
0.05,8.521,0,6,0
0.08,8.474,0,16,0
0.06,1.259,1,5,0
0.06,8.005,1,2,0
0.07,4.905,0,6,0
0.29,11.448,0,3,0
0.07,10.506,0,0,0
0.05,12.909,0,0,0
0.05,1.904,1,0,0
